product_title,parent_asin,rating,review_title,review_text,timestamp,verified_purchase,helpful_vote,date,year
DirtCheapSupps Creatine Monohydrate 500g,B07XF64LVY,5.0,Great stuff,Great supplement to add to your workout.  No need to spend extra cash on name brands this does the exact same thing.  This will be be my go to from here on out.,1652894745455,True,0,2022-05-18 17:25:45.455,2022
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Variety Pack, 1.76 oz Pack of 18 (Packaging May Vary)",B09JH3SNSK,5.0,Best bargain,Best price for the variety,1634458337399,True,0,2021-10-17 08:12:17.399,2021
"Bob's Red Mill Resealable Whey Protein Powder, 12 Oz (4 Pack)",B09DD7R7L7,5.0,No sugar!,"I don't like added sugar in products that are supposed to be ""healthy."" Bob's is perfect. There is no taste, so you can add whatever you want to it. Sometimes dry pistachios pudding mix does that trick!",1678624199316,True,0,2023-03-12 12:29:59.316,2023
"HYPERIG PL-100 Protein Powder Original Hyperimmune Egg Supplement with Immune Components Immune, Digestive, Joint and Energy Support (4.5g) Servings",B07DFRSN1Y,5.0,An absolute must for health!,Long time user - particularly now due to Covid. Can't take any chances.,1612656204488,True,4,2021-02-07 00:03:24.488,2021
"Earthborn Elements (200 Capsules L-Ornithine HCl, Amino Acid, Protein Synthesis",B09F7TCRQR,1.0,Headaches!,This supplement gave me a migraine!  Tried it four times and each time either a bad headache or Migraine.  Beware,1664504489230,True,1,2022-09-30 02:21:29.230,2022
"CLIF BAR - Sweet & Salty Energy Bars - Dark Chocolate Almond with Sea Salt - (2.4 Ounce Protein Bars, 24 Count)",B092XN3N9Q,5.0,Great,"Can no longer find these in any of my stores. No idea why, so I buy this flavor here as its my favorite.",1666200565180,True,0,2022-10-19 17:29:25.180,2022
"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, All Pink and Coral , 28-Ounce (Pack of 2)",B0BZTSMS3K,5.0,Love these,Got these because they’re so easy to clean.,1630170233345,True,0,2021-08-28 17:03:53.345,2021
"5% Nutrition Core Creatine | Micronized Creatine Monohydrate Powder | 5G, 5000mg, 60 Servings (Unflavored)",B0BSPBMFD1,5.0,Casual user but seems to work,"I am by no means a gym nut, but I do like to keep active with hikes, yoga, ect. I just use this as recovery fuel and for that it works great, I was using sports drink mixes with creatine in them but this is a much more affordable option. I can just mix up some fruit juice with this inside for a fraction of the cost and comparable results.",1675210874384,False,0,2023-02-01 00:21:14.384,2023
"Body Nutrition, Trutein Protein Powder, Breakfast Shake, Meal Replacement, and Pre and Post Workout Recovery Drink Mix, 25 Grams of Protein, Vanilla Bean, 34 Gram Sample",B004SLMFSW,5.0,Best tasting protein powder I've tried yet,"I've tried Banana, CinnaBun, Cookies & Cream, & Vanilla so far. They all taste great, but Vanilla is my favorite followed by CinnaBun. The Vanilla can be used in more things in my opinion, but a large coffee and CinnaBun in the morning is frothy goodness.",1677090386213,False,0,2023-02-22 18:26:26.213,2023
"Vitality Span Oyster Extract - Pure, Highly Concentrated Supplement for Men & Women – Supports Energy & Immune Boost; Zinc, Taurine, Amino Acids, and Vitamins, 500 mg, 60 Veg Capsules, Made in USA",B09YG25N7Y,5.0,Good product,Good product,1668698465595,True,1,2022-11-17 15:21:05.595,2022
"Orgain Keto Collagen Protein Powder, Vanilla - 10g Grass Fed Hydrolyzed Collagen Peptides Type 1 & 3, 10g Protein, 5g MCT Oil - Hair, Skin, Nail, & Joint Support, Gluten Free, Paleo - 0.88lb",B0BCGWZGBN,5.0,Best I have found for price & taste.,"This is my favorite collagen/protein powder. 1/2 scoop in my coffee, twice a day makes me happy😁 Taste is yummy, mixes well & price is $10.00 less than others that I have tried that taste good. I can't say I notice any less pain, but I feel it does help my nails alittle.(hashimotos disease makes bad nails anyway) but I feel they are stronger.",1622389718070,True,0,2021-05-30 15:48:38.070,2021
"Body Fortress Super Advanced Isolate Protein Powder, Gluten Free, Vanilla Creme Flavored, 1.5 Lb",B098FKLMGH,4.0,Will buy again.,"The flavor is actually really nice. It’s sweet but not crazy sweet, not like the other brands I’ve tried. Has a very creamy milky flavor, reminds me of a Filipino candy. I mixed it with water the first time and I like it. I will most likely buy again.",1595121758939,False,0,2020-07-19 01:22:38.939,2020
"Organika Enhanced Collagen Peptides Protein Powder for Healthy Hair, Skin, Nails, Joints - Hydrolyzed for Better Absorption - Grass-Fed, Non-GMO, Type I and III - Unflavored 17.64 oz",B09TC87MQ4,5.0,"collagen peptides from grass fed cows, nothing added. Just basic, good quality product","Currently $32.99 for over a pound (17.64 ounces) of collagen peptides powder. That price falls well within range for the weight, as well as the amount of collagen per serving. Many fall within the 8-15 grams range, and the serving size for this provides 20 grams. Currently costs less than Vital Proteins.<br /><br />20 grams (18 grams protein). That can easily be halved depending on your needs. You decide what is best for you. I normally stick to around 10-12 grams per serving as there is only so much protein the body can utilize at once, and 10-12 grams seems to be sweet spot for me. If I want more, then I have another serving later in day. That being said, if taking the 20 gram serving, then expect about 25 servings per container. Even if it were 3x as much, or half as much, I simply dont rate on price.<br /><br />They do a good job of showing exactly what is in this, how much, where it is from, amino acid profile, etc. Really nothing missing. Except why they call it ""enhanced"". It originally caught my attention because I thought maybe it was collagen peptides WITH something else. I really like when it includes vitamin c, hyaluronic acid.. basically supplements that enhance absorption. But nothing here. It is just bovine collagen peptides. Grass fed (remember when grass fed was hard to come by?). And so.. the name is just the name. The only time when it may have been relevant is before collagen peptides really became a thing. Before ""peptides"" (aka ""hydrolyzed""--you early adopter remember that term? haha), there was just collagen or ""gelatin"". Which is collagen in pure form, and often used to gel up food stuffs. Then ""hydrolyzed"" entered the scene, which basically takes collagen gelatin, and breaks it down further into a much more easily digestible and easily absorbed form. At some point, hydrolyzed was replaced with peptides. Easier to remember and spell, I suppose. Anway, in that sense the collagen gelatin would have been ""enhanced"" into a much better (and pricier) form. But that was 10-15 years ago. Today? enhanced would indicated the addition of something. And there isnt anything here.<br /><br />I am amused that they have the term hydrolyzed in use, with ""peptides"" in parenthesis. I may be onto something!<br /><br />Yet, I dont down rate on that. I want to, but it is just a name. And I can clearly see all that is in it with quick glance of the pictures, which is what I would normally do when shopping. I was still curious though, so I gave it a try.<br /><br />5 stars. NOT because it is better than other, but because it meets expectations of a good, effective, collagen peptide powder. How much you use, and how much you want to pay is personal.",1657045249945,False,0,2022-07-05 18:20:49.945,2022
"PROSUPPS Mr. Hyde Signature Series Pre-Workout Energy Drink – Intense Sustained Energy, Focus & Pumps with Beta Alanine, Creatine, Nitrosigine & TeaCrine (30 Servings Lollipop Punch)",B0BZ7NRL73,5.0,Good Flavor,"Doesn’t clump. Very good flavor. For beginners, just be aware, it can cause the jitters if you have never taken this before. But after regular use, you won’t have any problems. The price is excellent and that is why I decided to try it. I would order it again. No regrets with this product.",1659649994068,True,0,2022-08-04 21:53:14.068,2022
"UCAN Energy + Plant Protein Powder - Vegan Plant Based Protein 20g Pea Protein with Amino Acids EAAs & BCCAs - Keto Protein Powder - No Added Sugar, Gluten-Free - Vanilla - 12 Servings",B0916BTXFH,5.0,Not bad for vegan protein powder,"Not too bad for being a vegan based powder. The whey ones are closer to milkshake flavors, but the whey triggers joint pain for me so it's a no go. This powder, being plant based doesn't do that and isn't as gritty or terrible as so many other vegan ones I've tried. Nice rich chocolate flavor too.",1593831678445,False,0,2020-07-04 03:01:18.445,2020
"BULKSUPPLEMENTS.COM Creatine Monohydrate Powder - Micronized Creatine Monohydrate - Creatine Micronized Powder - 5g (5000mg) of Creatine Powder per Serving, Gluten Free (250 Grams - 8.8 oz)",B0BQD5PGVG,5.0,Not the most reputable company.,"For the price this product is amazing. But when researching the company online you'll find they make a lot of shortcuts in their products. Depending on how much you value ensuring your product is free of toxins/non listed ingredients, you may or may not want to go with a more reputable brand.",1665723322320,True,5,2022-10-14 04:55:22.320,2022
"BCAA + Collagen Powder - Vitamin B6 + B12, Electrolytes [Blue Raspberry Flavor] Energy and Sports Drinks with Amino Acids, Sugar Free Low Carb Keto - K Nutri",B07ZDKWX5Q,2.0,BCAAs with a PUNCH,"If you like strong punchy flavors, this is the drink for you. Unfortunately, the taste was way too overpowering for me. Additionally, it had a grainy aftertaste. If you let your drink sit too long, you will see all the grains fall to the bottom. Moreover, this drink had a very strong highlighter look to it. The recommendation is to drink it will 8oz of water, I would definitely recommend mixing it will more water! Lastly, this drink all depends on your taste. My mother absolutely loves this product and has been drinking it. So hey, you never know, you might also like the taste!",1606923883774,True,0,2020-12-02 15:44:43.774,2020
"Ancient Nutrition Keto Protein Powder, KetoPROTEIN with Fats from Bone Broth and MCT Oil, Vanilla, 18g Protein 11g Fat Per Serving, Gluten Free, 17 Servings",B097NJSF9J,2.0,I couldn't finish my shake...,"The flavors and the scent of this product don't work for me. I get the claims and the ingredients are good, but the taste and smell... ugh.",1654094055389,True,0,2022-06-01 14:34:15.389,2022
"22 Days Nutrition Organic Protein Powder, Chocolate, 15 Serving | Delicious, Gluten Free, Vegan, Pea, Flax, and Sacha Inchi Plant Based Protein Powder (20g)",B09X64H8SQ,1.0,"They use cheaper packaging, with less servings and jacked up the prices.","They lost my business. I used to love this stuff. They were the only protein powder with all amino acids. Not anymore. There are plenty others out there with better pricing and still just as good if not better amino profiles. You don;t even need all the aminos they offer, just the nine essential. Your body will make the others.",1601526331551,False,2,2020-10-01 04:25:31.551,2020
"Fair Life Fairlife Nutrition Plan 30g Protein Shake, Coffee (11.5 fl. oz., 12 pk.), 11.5 Fl Oz (Pack of 12)",B09G46Z9DR,5.0,Better than the other brands,Just tastes like chocolate milk. Not weird like the other protein shake brands. Fair life is the best tasting imo with exception being Lean Body but it's more expensive.,1669064253437,True,0,2022-11-21 20:57:33.437,2022
"BlenderBottle Shaker Bottle Pro Series Perfect for Protein Shakes and Pre Workout, 28-Ounce, Ash",B09YZXLYG6,4.0,Convenient,"This little shaker bottle is much easier than using a big electric blender.  I purchased this bottle to make milkshakes.  It did not blend too well with frozen ice cream, but, if you let the ice cream soften it works just fine.",1617129900167,True,0,2021-03-30 18:45:00.167,2021
"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",B07XB37LLX,4.0,"Good, but not the same as the liquid/premade ones","Good for a quick meal. and no work.  I finally figured out why people complain about the taste difference between the pre-packaged and powder versions. The prepackaged ones are made with  Milk Protein Blend, where the powder is Whey Protein blend. So even tho the pictures, nutritional values, and marketing are the same, they are different. you have to read the fine print/ingredients. I like to shop based on pictures and not read because I am a lazy human and only like to complain.  So when everything else looked the same but tasted different this is why. This is the same for all the flavors they sell. If it comes premade in liquid form, it's not going to taste the same as the Whey Powder version.  Just wish it was cheaper for the powder since it does not taste the same. Also, I use a hand blender/ immersion blender to really make sure this gets incorporated into my milk/water/almond milk.",1603039040336,True,0,2020-10-18 16:37:20.336,2020
"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, All Pink and Coral , 28-Ounce (Pack of 2)",B0BZTSMS3K,5.0,Perfect,"This is the second one I bought, definitely my favorite to stay hydrated. 100% leakproof.",1592361332765,True,0,2020-06-17 02:35:32.765,2020
"Isopure Unflavored Protein, 25g Whey Isolate, with Vitamin C & Zinc for Immune Support, Zero Carb & Keto Friendly, 3 Pounds (Packaging May Vary)",B0BPV9WMFK,1.0,"Ugh, not good for smoothies","I bought this to blend into my smoothies because it was carb free and unflavored. Ugh, mixing it in with my other ingredients (2 scoops--the recommended serving size)  made it foam up--completely inedible and gross. I decided to try it again this morning at 1/4 the recommended serving size and added it last. It didn't foam up, but somehow it managed to negate the flavor of frozen berries. I had to add quite a bit of stevia to make it palatable. Definitely not what I was looking for.",1617465579815,True,0,2021-04-03 15:59:39.815,2021
"Nutricost Whey Protein Isolate (Cookies N Cream, 2 Pounds)",B01HOPIZXW,5.0,Great tasting and great value per G protein,Great strawberry taste. I mix with 8-10oz. Milk and one ice cube per blender. It is hard to beat the price per G of protein anywhere. Mixes great.,1631473207600,True,0,2021-09-12 19:00:07.600,2021
"NOW Supplements, Biotin 1,000 mcg, Amino Acid Metabolism*, Energy Production*, 100 Capsules",B09KLDDQLB,5.0,seems to work,good value and seems to work,1664802060756,True,0,2022-10-03 13:01:00.756,2022
"Nutricost Creatine Monohydrate Powder (Fruit Punch, 500 Gram)",B0BMWS8KDR,5.0,Recommended,"Prices for creatine and protein have soared in the last year, but this seems to be a decent value in today’s market.  Mixes well, is tasteless, and appears to work so I keep getting it and would recommend it to others.",1663042436787,True,0,2022-09-13 04:13:56.787,2022
"Left Coast Performance Bone Broth Protein Powder Vanilla 16oz, Grass Fed, Non-GMO Ingredients, Gut-Friendly*, Dairy Free Protein Powder, Low Carb, Keto Friendly",B0C34DSQDC,1.0,Horrible product,Horrible product.  Awful to mix up.  Sticky.  My dog likes it.  I don't.  Will not buy again.,1619918870798,False,1,2021-05-02 01:27:50.798,2021
"ZOA Plus Sugar-Free Pre-Workout Drink, Ready to Drink with Nitric Oxide, Vitamin B, C and D, 200mg Natural Clean Caffeine, BlackBerry Acai 12 Fl Oz, Pack of 12",B0BV59KP1C,4.0,Delicious energy...and a few jitters!,"First, this energy drink is delicious!  No weird aftertaste,  no scratchy throat,  not too sweet, and very easy to drink.  With zero sugar,  the flavor is perfection!  After just half a can, I was slightly jittery, and a tiny bit light headed.  I went to a high intensity cardio class and crushed it...I had great energy, better strength than usual, and my breathing was more controlled...nice!  Alas, for hours after the class I was jittery, which I didn't  care for.  I'm not sensitive to caffeine, though I have recently reduced my intake...so I'm guessing I shocked my body.  This stuff definitely works, and has lots of great vitamins for recovery.  I'll continue to use before my heavy workouts, but will reduce the serving size to find the right amount for me. Great product, just beware of the possible side effects.",1648265373153,False,1,2022-03-26 03:29:33.153,2022
Cellucor Alpha Amino EAA & BCAA Powder | Branched Chain Essential Amino Acids + Electrolytes | Fruit Punch | 30 Servings,B09Q75FF3B,4.0,Lemon Lime,"Not sure if it is actually doing me any good, but got this because my nutritionist thought EAAs during my workout would be a good idea.  I am still a little sore after a workout but I do recover relatively fast compared to when I was just taking BCAAs pre-workout.  I ordered both Fruit Punch and Lemon Lime.  I find the LL is easier to drink.  I do mix one scoop with 24 oz of water.  I don't like my supplement drinks too strong.  Even with 24 oz of water it is still a strong flavor, but I can handle it at that concentration.",1614279471757,True,0,2021-02-25 18:57:51.757,2021
"Quest Nutrition Hero Protein Bar, Vanilla Caramel,10 Count,Pack of 1",B07HJ9766H,5.0,Great,Great taste,1577972117033,True,1,2020-01-02 13:35:17.033,2020
"ZonePerfect Carb Wise High-Protein Powder, Chocolate Ice Cream Flavor, For A Low Carb Lifestyle, With 30g Protein, 22.4 Ounce (Pack of 2)",B07T93JCRY,1.0,"Gross tasting- typical ""Abbott Labs aftertaste"", poor flavor selection- stay away.","I was looking for a lower carb Muscle Milk powder replacement for making green smoothies.  The only flavors this comes in is chocolate- which does NOT make good smoothies, and something called ""Fruity Cereal"", something marketed to kids.  The chocolate is gross- it has the typical Abbott Labs off aftertaste.  Back to Muscle Milk.",1582053733244,True,2,2020-02-18 19:22:13.244,2020
Jarrow Formulas L-Lysine 500 mg - 100 Capsules - Essential Amino Acid for Protein Metabolism - Dietary Supplement - Up to 100 Servings,B006H9SYWY,5.0,No more cold sores,I got these pills to help prevent cold sores and haven’t had any since I started taking them.,1615734902650,True,0,2021-03-14 15:15:02.650,2021
"Orgain Organic Plant Based Protein Bar, Chocolate Chip Cookie Dough - 10g of Protein, Vegan, Gluten Free, Non Dairy, Soy Free, Lactose Free, Kosher, Non-GMO, 1.41 Ounce, 12 Count (Packaging May Vary)",B09S1SQZ23,2.0,OK product,OK product but will continue to deal here.  Thanks........,1660517646293,True,0,2022-08-14 22:54:06.293,2022
"FITCRUNCH Snack Size Protein Bars, Designed by Robert Irvine, 6-Layer Baked Bar, 3g of Sugar & Soft Cake Core (9 Bars, Apple Pie)",B0BQFKDJ44,5.0,High in protein. No lactose issues.,"I love these bars. They taste like a real candy bar and not cardboard or compressed gummy protein.  I like the lemon, PB and chocolate, and especially the Chocolate Chip Cookie Dough which is weird as I usually don’t care for CCCdough items. These are very filling and I usually don’t finish all at once.  They are spendy, but healthy and less expensive than a gym or health issues later, so I’m worth it!",1653759727755,True,1,2022-05-28 17:42:07.755,2022
Iron Vegan Sprouted Plant Based Protein Bars by Jamieson - No Dairy; No Lactose; Gluten-free; Complete Amino Acid Profile; Non-GMO Project Verified - Peanut Chocolate Chip Flavor (12 pack) (EXP. NOV 26 2021),B08HJ5GXVS,1.0,SUPER SWEET - YUCK!,TASTES LIKE EATING A SUGAR CUBE.,1623264322547,True,0,2021-06-09 18:45:22.547,2021
"Nutra BioGenesis - Intestinal Support Complex - Slippery Elm, DGL, Marshmallow & L-Glutamine for Intestinal Support - Gluten Free, Vegan, Non-GMO - 160 g",B00A7H7W48,5.0,Does what it says it will do,This is the 2nd time Ive bought this. I don’t use it everyday day but only when my bowls start to act sluggish or I’m taking antibiotics. My naturopath started me on it when I was going through cancer treatments. Anyone on chemo knows you can get plugged up pretty fast. The Dr gave me a stool softener and some other meds but I wanted something natural and non habit forming. I definitely recommend this product. It is hard to get it to totally dissolve in liquid especially anything cold out of the fridge. I use juice /water combined and put the powder in the liquid then stir and drink stir and drink.  It doesn’t taste bad it actually has a semi sweet taste. I just don’t like having any textures in my liquids I’m drinking.,1668899912784,True,0,2022-11-19 23:18:32.784,2022
"Orgain Organic Plant Based Protein Bar, Chocolate Chip Cookie Dough - 10g of Protein, Vegan, Gluten Free, Non Dairy, Soy Free, Lactose Free, Kosher, Non-GMO, 1.41 Ounce, 12 Count (Packaging May Vary)",B09S1SQZ23,5.0,Fills you,It will cut down on your snacking. I have one halfway before lunch.,1661822914392,True,0,2022-08-30 01:28:34.392,2022
"AminoLean Pre Workout Powder, Amino Energy & Weight Management with Vegan BCAA Amino Acids, Natural Caffeine, Preworkout Boost for Men & Women, 30 Serv",B0B5B7ZP1V,5.0,Best one yet,Flavor ✔️<br />No jitters ✔️<br />Fast energy ✔️<br />No sugar ✔️,1649865617940,True,0,2022-04-13 16:00:17.940,2022
"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, All Pink and Coral , 28-Ounce (Pack of 2)",B0BZTSMS3K,5.0,Easy,Easy to use and keep clean,1579570832961,True,0,2020-01-21 01:40:32.961,2020
"Nutricost Whey Protein Isolate (Cookies N Cream, 2 Pounds)",B01HOPIZXW,4.0,Great tasting protein powder.,This protein powder tastes pretty good if you mix it with milk. I would not recommend mixing it with water. Clumps up somewhat in milk so you really need to mix it good or let it set a few minutes after you mix it to allow the clumps to dissolve. Taste is much better than most protein powders I've had.,1660286113670,True,1,2022-08-12 06:35:13.670,2022
"GHOST Legend V2 Pre-Workout Energy Powder, Blue Raspberry - 25 Servings - Caffeine, L-Citrulline, & Beta Alanine Blend for Energy Focus & Pumps - Free of Soy, Sugar & Gluten, Vegan",B09Y3CJNRQ,5.0,Tastes Great,Tastes great and does what it should as a pre workout,1666098511667,True,0,2022-10-18 13:08:31.667,2022
"BlenderBottle Classic Shaker Bottle Perfect for Protein Shakes and Pre Workout, All Pink and Coral , 28-Ounce (Pack of 2)",B0BZTSMS3K,5.0,Great quality,Cups are great quality and durable.,1636448197547,True,0,2021-11-09 08:56:37.547,2021
"Optimum Nutrition Amino Energy Drink + Electrolytes for Hydration - Sugar Free, Amino Acids, BCAA, Keto Friendly, Sparkling Drink - Mix Berry Sangria, Pack of 12 (Packaging May Vary)",B07ZV4BDBN,5.0,Perfect,Love this flavor and don’t sell in stores anymore,1603459462091,True,0,2020-10-23 13:24:22.091,2020
"Nature Zen Organic Vegan Protein Powder from, Banana, Organic Rice and Pea Protein, Flaxseed Protein, Dairy Free, Soy Free, Gluten Free, Naturally Non GMO, Kosher, Halal, 18 Servings, 1lb",B094LXL5FC,5.0,Good quality ingredients,It’s easy to mix and it has a good taste,1631800004002,False,0,2021-09-16 13:46:44.002,2021
ASPEN NATURALS Collagen Peptides Powder Supplement. Unflavored Grass Fed Hydrolyzed Collagen Powder for Skin Hair Nail Joint. Dairy & Gluten Free. Paleo Friendly Protein Powder for Women & Men. 24 oz,B08SHRBFKY,1.0,I didn't like the taste and quality !,Doesn't dissolve in liquid easily like other brand I have used in the past.,1579014283131,True,0,2020-01-14 15:04:43.131,2020
"Oatmega Protein Bars, Chocolate Coconut, Healthy Snacks Made with Omega-3 and Grass-Fed Whey Protein, Gluten Free Protein Bars, 1.8oz (12 Count)",B0110LSTXW,4.0,Its okay.,It's okay. Too rich for my taste.,1618109337272,True,0,2021-04-11 02:48:57.272,2021
Ascent Native Fuel Micellar Casein Protein Powder - 64 Ounce (Pack of 1) - Chocolate,B0BFYNC9DY,5.0,Great product,Protein,1611880425086,True,0,2021-01-29 00:33:45.086,2021
"Truvani Organic Vegan Protein Powder Peanut Butter - 20g of Plant Based Protein, Organic Protein Powder, Pea Protein for Women and Men, Vegan, Non GMO, Gluten Free, Dairy Free (20 Servings)",B09FD8STXW,5.0,Delicious!,"This is a great tasting protein powder! When I blend with milk, ice, and a banana, it tastes like a healthy Wendy's frosty!  I highly recommend Truvani.  Can't wait to try the vanilla next.",1618068566068,True,0,2021-04-10 15:29:26.068,2021
XTEND Sport BCAA Powder Strawberry Kiwi Splash - Electrolyte Powder for Recovery & Hydration with Amino Acids - 30 Servings,B098CWFRP8,5.0,Rapid Recovery!,"My wife and I are avid fitness goers, and a tens absolutely helps us recover faster and stronger! We love this product and use it daily!<br /><br />I think it could be slightly less expensive, but it often goes on sale here at Amazon, so keep your eyes out for the deal and you can’t go wrong 👍",1578148511700,True,0,2020-01-04 14:35:11.700,2020
"Grass-fed Pasture Raised Collagen Peptides, Hydrolyzed Collagen Protein Powder, Collagen Peptides Powder Supplement, Unflavored, 440g - Hudson and James",B087WNRTLD,4.0,Saltier than expected.,"I’m not a smoothie person, but this would be great in a smoothly!<br />When I mix this with yogurt it’s barely noticeable.<br />If I mix this into my hot tea I can notice it due to the saltiness.<br />I’m pretty sensitive to salt - so it may not be noticeable to most people.<br />I would say that the description is accurate in saying that it’s flavorless.<br />If you like smoothies then adding this to your smoothie would be perfect and you wouldn’t even notice it.<br />This powder blends well into yogurt or liquid without clumping.<br />For my tea I had to use about 18 oz of tea per scoop to make it drinkable. Instead of the recommended 8oz.<br /><br />** Thank you so much for taking the time to read my review.<br />I hope the information that I've provided helps to make your decision a little easier.<br />If you found this review helpful, please click the ‘Helpful’ button below.",1592425714184,False,1,2020-06-17 20:28:34.184,2020
Judee's Maltodextrin Powder 2 lb - Just One Ingredient - Vegan and Made in USA - Add to Sports Energy Drinks or Protein Shakes - Gluten-Free and Nut-Free,B09TPZJ5YG,5.0,Handy thickener and carb supplement,"I got this to try as part of my own sports drink for continuing energy through my workouts.  I found it was tasteless in water, thickened it a bit, and about 98% dissolved in water.  While that does leave a hint of graininess, I let the liquid settle, then gently pour it into a cup so that the few undissolved grains of powder stay in the first glass, and voila.<br /><br />It doesn't change the flavor of anything I add to the Maltodextrin and water, which works out pretty well.<br /><br />Please note that if you try to add a LOT of the powder to water or other liquid, it won't dissolve as fully, but that's the case with a lot of powders.  Once the water becomes more saturated, less of whatever you add to it will dissolve as quickly or fully.<br /><br />If you're looking for a rather fast carb to add to workouts or if you do labor all day and want to carry a hydrating drink with some carbs and calories, Judee's Maltodextrin Powder could come in very handy.  For extended runs, workouts or labor, adding some protein could help.",1662221562101,False,0,2022-09-03 16:12:42.101,2022
"Quest Nutrition Pecan Hero Protein bar, Low Carb, Gluten Free, Chocolate Caramel,10 Count",B06Y227T9C,5.0,KETO Chocolate caramel rice crispies treat.,"My partner and I shared the box of 10 bars. Well, we got these 5 days ago and there is only 1 left so I'm currently ordering more. The texture is unlike any other protein bar we have tried. It's a thicker bar that you sink your teeth into. Delightfully crunchy & sweet. It skyrocketed to my #1 position for protein bars  after the 1st bite. I hope the other flavors are as amazing, can't wait to try them! Also amazon packaged them really well with an ice pack & I super appreciate that because it's been HOT.",1595177957306,True,1,2020-07-19 16:59:17.306,2020
"Quest Nutrition Ready to Drink Salted Caramel Protein Shake, High Protein, Low Carb, Gluten Free, Keto Friendly, 11 Fl Oz (Pack of 12)",B07X498T4X,4.0,"Good product, a big watery","Really like these protein drinks, the price was right, they tasted pretty good, however, they seem a little watery and more liquid than some of the other protein drinks that I’ve had. It’s not necessarily a bad thing, just something to note. Would recommend, but are not my favorite.",1668776357638,False,0,2022-11-18 12:59:17.638,2022
"Miracles of Health Liquid Chelated Minerals, 72+ Organic Minerals, 20 Essential Amino Acids | Plant Derived, Humic Fulvic Blend, Essential Major and Minor Trace Minerals | Fast absorption, Energy, Focus | 32 oz bottle - 1 Month Supply",B00SRV6EHW,5.0,Feel better when I drink it,It's a bit tart but not unpleasant.  I drink with water or tart cherry juice.,1673035895924,True,2,2023-01-06 20:11:35.924,2023
"BLESSED Vegan Protein Powder - Plant Based Protein Powder Meal Replacement Protein Shake, 23g of Pea Protein Powder, Dairy Free, Gluten Free, Soy Free, No Sugar Added, 30 Servings (Strawberry Mylk)",B08643P3TR,4.0,I’m not a vegan.,I gave this a whirl after seeing it a local vitamin store. I got the peanut butter cup flavor. It’s tastes a little weird but not terrible. It’s actually $13 less here on Amazon then at the major chain I went to. I’m not a vegan or anything like that I do use vegan protein powder because whey gives me diheria.,1627714161837,False,0,2021-07-31 06:49:21.837,2021
BPI Sports Best BCAA - BCAA Powder - Branched Chain Amino Acids - Muscle Recovery - Muscle Protein Synthesis - Lean Muscle - Improved Performance – Hydration – Arctic Ice - 60 Servings - 1.32 Pound,B00T7O87VE,4.0,Price per serving,Good product. Mixes well and is a good value per serving.,1580497774584,True,0,2020-01-31 19:09:34.584,2020
"BSN SYNTHA-6 Whey Protein Powder with Micellar Casein, Milk Protein Isolate Powder, Vanilla Ice Cream, 48 Servings (Packaging May Vary)",B0C3WS4K1F,5.0,Excellent,Excellent,1628097247358,True,0,2021-08-04 17:14:07.358,2021
"Ancient Nutrition Bone Broth Protein Powder, Tomato Basil, Grass-Fed Chicken and Beef Bone Broth Powder, 15g Protein Per Serving, Supports a Healthy Gut, 15 Servings",B0BX4W5MY5,5.0,Awesome!,I have been taking this for several ears and it has helped me help recover from my heart surgery,1640857603635,True,1,2021-12-30 09:46:43.635,2021
"Garden of Life Marine & Grass-Fed Collagen Peptides Powder Supplement (Type I, III) with Probiotics, BCAAs & Hyaluronic Acid for Radiant Hair, Skin & Nails – Unflavored, 20g per Serving, 12 Servings",B09KCK8TPV,5.0,Great results in my tummy very quickly!,"This Garden of Life Marine & Grass-Fed Collagen Peptides Powder supplement is a great bovine and Marine collagen powder mix, with added Hyaluronic Acid, and probiotics. Not only does it help hair, skin, and nail health but also joint and digestive health, as well.<br />It mixes easily into my morning coffee, overnight oats, and smoothies. It's tasteless and odorless and doesn't leave any icky grainy or powdery texture in the last bit of my coffee.<br />I've been taking collagen powder supplements for well over six months, and have noticed big differences in my digestion, as well as my hair and skin. I can always tell an immediate difference when taking Marine collagen, as it really helps my tummy. I'm sure there's a difference in my nails, but I keep them overlaid with gel, so it's hard to tell.<br />I really like this collagen powder. I especially like that it is a combination of bovine and Marine collagen that is grass-fed, wild caught, and sustainable. It's so easy to take and I can really tell a difference with my tummy within a couple of days. I believe the price to be very competitive and even more attractive with the coupon that's available at this time. I would absolutely recommend this collagen powder supplement!",1644027396380,False,0,2022-02-05 02:16:36.380,2022
XTEND Sport BCAA Powder Strawberry Kiwi Splash - Electrolyte Powder for Recovery & Hydration with Amino Acids - 30 Servings,B098CWFRP8,5.0,Taste good to me.,"Even tho it taste good for me, I think the full serving size would be too sweet for me. The taste is  really subjective to your liking. It’s the first time using and I like the product",1654004573420,True,0,2022-05-31 13:42:53.420,2022
